,Unnamed: 0,dt_iso,pressure,humidity,wind_speed,wind_deg,node_id,P1,P2,wind_deg_bin,P1_minus_1,P2_minus_1,humidity_minus_1,pressure_minus_1,wind_deg_bin_minus_1,wind_speed_minus_1,P1_minus_2,P2_minus_2,humidity_minus_2,pressure_minus_2,wind_deg_bin_minus_2,wind_speed_minus_2,P1_minus_3,P2_minus_3,humidity_minus_3,pressure_minus_3,wind_deg_bin_minus_3,wind_speed_minus_3,P1_minus_4,P2_minus_4,humidity_minus_4,pressure_minus_4,wind_deg_bin_minus_4,wind_speed_minus_4,day_in_year,weekday,hour
192,192,2018-01-08 12:00:00 +0000 UTC,1017,75,2,10,574,17.491428571428564,12.492857142857142,1,16.758095238095233,12.398571428571428,86.0,1018.0,1.0,2.0,23.470476190476194,15.611428571428574,80.0,1018.0,2.0,3.0,29.805714285714284,18.697619047619046,86.0,1018.0,2.0,3.0,31.229523809523805,18.980476190476192,86.0,1018.0,3.0,4.0,8,0,12
193,193,2018-01-08 13:00:00 +0000 UTC,1016,75,4,30,574,16.50380952380952,11.663809523809526,3,17.491428571428564,12.492857142857142,75.0,1017.0,1.0,2.0,16.758095238095233,12.398571428571428,86.0,1018.0,1.0,2.0,23.470476190476194,15.611428571428574,80.0,1018.0,2.0,3.0,29.805714285714284,18.697619047619046,86.0,1018.0,2.0,3.0,8,0,13
194,194,2018-01-08 14:00:00 +0000 UTC,1016,70,3,40,574,18.672857142857143,12.830952380952382,4,16.50380952380952,11.663809523809526,75.0,1016.0,3.0,4.0,17.491428571428564,12.492857142857142,75.0,1017.0,1.0,2.0,16.758095238095233,12.398571428571428,86.0,1018.0,1.0,2.0,23.470476190476194,15.611428571428574,80.0,1018.0,2.0,3.0,8,0,14
195,195,2018-01-08 15:00:00 +0000 UTC,1016,75,2,10,574,23.83238095238095,16.583333333333332,1,18.672857142857143,12.830952380952382,70.0,1016.0,4.0,3.0,16.50380952380952,11.663809523809526,75.0,1016.0,3.0,4.0,17.491428571428564,12.492857142857142,75.0,1017.0,1.0,2.0,16.758095238095233,12.398571428571428,86.0,1018.0,1.0,2.0,8,0,15
196,196,2018-01-08 16:00:00 +0000 UTC,1016,81,1,360,574,26.69523809523809,17.366190476190475,36,23.83238095238095,16.583333333333332,75.0,1016.0,1.0,2.0,18.672857142857143,12.830952380952382,70.0,1016.0,4.0,3.0,16.50380952380952,11.663809523809526,75.0,1016.0,3.0,4.0,17.491428571428564,12.492857142857142,75.0,1017.0,1.0,2.0,8,0,16
197,197,2018-01-08 17:00:00 +0000 UTC,1016,81,1,350,574,28.220476190476184,17.99809523809524,35,26.69523809523809,17.366190476190475,81.0,1016.0,36.0,1.0,23.83238095238095,16.583333333333332,75.0,1016.0,1.0,2.0,18.672857142857143,12.830952380952382,70.0,1016.0,4.0,3.0,16.50380952380952,11.663809523809526,75.0,1016.0,3.0,4.0,8,0,17
198,198,2018-01-08 18:00:00 +0000 UTC,1016,86,3,340,574,29.81761904761905,18.990952380952386,34,28.220476190476184,17.99809523809524,81.0,1016.0,35.0,1.0,26.69523809523809,17.366190476190475,81.0,1016.0,36.0,1.0,23.83238095238095,16.583333333333332,75.0,1016.0,1.0,2.0,18.672857142857143,12.830952380952382,70.0,1016.0,4.0,3.0,8,0,18
199,199,2018-01-08 19:00:00 +0000 UTC,1016,86,3,340,574,33.43666666666666,21.33047619047619,34,29.81761904761905,18.990952380952386,86.0,1016.0,34.0,3.0,28.220476190476184,17.99809523809524,81.0,1016.0,35.0,1.0,26.69523809523809,17.366190476190475,81.0,1016.0,36.0,1.0,23.83238095238095,16.583333333333332,75.0,1016.0,1.0,2.0,8,0,19
200,200,2018-01-08 20:00:00 +0000 UTC,1015,86,3,340,574,33.444761904761904,21.92952380952381,34,33.43666666666666,21.33047619047619,86.0,1016.0,34.0,3.0,29.81761904761905,18.990952380952386,86.0,1016.0,34.0,3.0,28.220476190476184,17.99809523809524,81.0,1016.0,35.0,1.0,26.69523809523809,17.366190476190475,81.0,1016.0,36.0,1.0,8,0,20
201,201,2018-01-08 21:00:00 +0000 UTC,1015,80,2,10,574,31.81,20.26809523809524,1,33.444761904761904,21.92952380952381,86.0,1015.0,34.0,3.0,33.43666666666666,21.33047619047619,86.0,1016.0,34.0,3.0,29.81761904761905,18.990952380952386,86.0,1016.0,34.0,3.0,28.220476190476184,17.99809523809524,81.0,1016.0,35.0,1.0,8,0,21
202,202,2018-01-08 22:00:00 +0000 UTC,1014,86,2,20,574,31.654761904761905,20.9147619047619,2,31.81,20.26809523809524,80.0,1015.0,1.0,2.0,33.444761904761904,21.92952380952381,86.0,1015.0,34.0,3.0,33.43666666666666,21.33047619047619,86.0,1016.0,34.0,3.0,29.81761904761905,18.990952380952386,86.0,1016.0,34.0,3.0,8,0,22
203,203,2018-01-08 23:00:00 +0000 UTC,1013,86,2,20,574,28.337619047619054,19.279523809523813,2,31.654761904761905,20.9147619047619,86.0,1014.0,2.0,2.0,31.81,20.26809523809524,80.0,1015.0,1.0,2.0,33.444761904761904,21.92952380952381,86.0,1015.0,34.0,3.0,33.43666666666666,21.33047619047619,86.0,1016.0,34.0,3.0,8,0,23
204,204,2018-01-09 00:00:00 +0000 UTC,1012,86,2,10,574,25.124285714285715,17.229047619047616,1,28.337619047619054,19.279523809523813,86.0,1013.0,2.0,2.0,31.654761904761905,20.9147619047619,86.0,1014.0,2.0,2.0,31.81,20.26809523809524,80.0,1015.0,1.0,2.0,33.444761904761904,21.92952380952381,86.0,1015.0,34.0,3.0,9,1,0
205,205,2018-01-09 01:00:00 +0000 UTC,1010,86,1,0,574,21.171904761904766,14.513809523809526,0,25.124285714285715,17.229047619047616,86.0,1012.0,1.0,2.0,28.337619047619054,19.279523809523813,86.0,1013.0,2.0,2.0,31.654761904761905,20.9147619047619,86.0,1014.0,2.0,2.0,31.81,20.26809523809524,80.0,1015.0,1.0,2.0,9,1,1
206,206,2018-01-09 02:00:00 +0000 UTC,1011,86,2,360,574,22.863333333333333,15.320952380952379,36,21.171904761904766,14.513809523809526,86.0,1010.0,0.0,1.0,25.124285714285715,17.229047619047616,86.0,1012.0,1.0,2.0,28.337619047619054,19.279523809523813,86.0,1013.0,2.0,2.0,31.654761904761905,20.9147619047619,86.0,1014.0,2.0,2.0,9,1,2
207,207,2018-01-09 03:00:00 +0000 UTC,1012,93,2,290,574,24.72333333333333,16.84285714285714,29,22.863333333333333,15.320952380952379,86.0,1011.0,36.0,2.0,21.171904761904766,14.513809523809526,86.0,1010.0,0.0,1.0,25.124285714285715,17.229047619047616,86.0,1012.0,1.0,2.0,28.337619047619054,19.279523809523813,86.0,1013.0,2.0,2.0,9,1,3
208,208,2018-01-09 04:00:00 +0000 UTC,1013,93,1,360,574,23.919523809523806,16.20095238095238,36,24.72333333333333,16.84285714285714,93.0,1012.0,29.0,2.0,22.863333333333333,15.320952380952379,86.0,1011.0,36.0,2.0,21.171904761904766,14.513809523809526,86.0,1010.0,0.0,1.0,25.124285714285715,17.229047619047616,86.0,1012.0,1.0,2.0,9,1,4
209,209,2018-01-09 05:00:00 +0000 UTC,1013,93,1,340,574,25.871904761904755,17.170476190476197,34,23.919523809523806,16.20095238095238,93.0,1013.0,36.0,1.0,24.72333333333333,16.84285714285714,93.0,1012.0,29.0,2.0,22.863333333333333,15.320952380952379,86.0,1011.0,36.0,2.0,21.171904761904766,14.513809523809526,86.0,1010.0,0.0,1.0,9,1,5
210,210,2018-01-09 06:00:00 +0000 UTC,1012,93,1,79,574,25.821904761904758,17.39,7,25.871904761904755,17.170476190476197,93.0,1013.0,34.0,1.0,23.919523809523806,16.20095238095238,93.0,1013.0,36.0,1.0,24.72333333333333,16.84285714285714,93.0,1012.0,29.0,2.0,22.863333333333333,15.320952380952379,86.0,1011.0,36.0,2.0,9,1,6
211,211,2018-01-09 07:00:00 +0000 UTC,1012,90,1,0,574,26.99809523809525,18.426666666666666,0,25.821904761904758,17.39,93.0,1012.0,7.0,1.0,25.871904761904755,17.170476190476197,93.0,1013.0,34.0,1.0,23.919523809523806,16.20095238095238,93.0,1013.0,36.0,1.0,24.72333333333333,16.84285714285714,93.0,1012.0,29.0,2.0,9,1,7
212,212,2018-01-09 08:00:00 +0000 UTC,1012,93,1,0,574,28.87333333333333,19.575238095238095,0,26.99809523809525,18.426666666666666,90.0,1012.0,0.0,1.0,25.821904761904758,17.39,93.0,1012.0,7.0,1.0,25.871904761904755,17.170476190476197,93.0,1013.0,34.0,1.0,23.919523809523806,16.20095238095238,93.0,1013.0,36.0,1.0,9,1,8
213,213,2018-01-09 09:00:00 +0000 UTC,1011,93,4,290,574,28.22666666666667,18.18857142857143,29,28.87333333333333,19.575238095238095,93.0,1012.0,0.0,1.0,26.99809523809525,18.426666666666666,90.0,1012.0,0.0,1.0,25.821904761904758,17.39,93.0,1012.0,7.0,1.0,25.871904761904755,17.170476190476197,93.0,1013.0,34.0,1.0,9,1,9
214,214,2018-01-09 09:00:00 +0000 UTC,1011,93,4,290,574,25.095714285714287,16.11380952380953,29,28.22666666666667,18.18857142857143,93.0,1011.0,29.0,4.0,28.87333333333333,19.575238095238095,93.0,1012.0,0.0,1.0,26.99809523809525,18.426666666666666,90.0,1012.0,0.0,1.0,25.821904761904758,17.39,93.0,1012.0,7.0,1.0,9,1,9
215,215,2018-01-09 10:00:00 +0000 UTC,1012,93,1,320,574,26.74761904761905,17.740476190476194,32,25.095714285714287,16.11380952380953,93.0,1011.0,29.0,4.0,28.22666666666667,18.18857142857143,93.0,1011.0,29.0,4.0,28.87333333333333,19.575238095238095,93.0,1012.0,0.0,1.0,26.99809523809525,18.426666666666666,90.0,1012.0,0.0,1.0,9,1,10
216,216,2018-01-09 11:00:00 +0000 UTC,1011,80,1,0,574,26.585714285714282,18.62333333333333,0,26.74761904761905,17.740476190476194,93.0,1012.0,32.0,1.0,25.095714285714287,16.11380952380953,93.0,1011.0,29.0,4.0,28.22666666666667,18.18857142857143,93.0,1011.0,29.0,4.0,28.87333333333333,19.575238095238095,93.0,1012.0,0.0,1.0,9,1,11
217,217,2018-01-09 12:00:00 +0000 UTC,1011,86,2,260,574,21.809999999999995,15.880952380952378,26,26.585714285714282,18.62333333333333,80.0,1011.0,0.0,1.0,26.74761904761905,17.740476190476194,93.0,1012.0,32.0,1.0,25.095714285714287,16.11380952380953,93.0,1011.0,29.0,4.0,28.22666666666667,18.18857142857143,93.0,1011.0,29.0,4.0,9,1,12
218,218,2018-01-09 13:00:00 +0000 UTC,1012,81,2,280,574,22.85857142857143,17.206666666666667,28,21.809999999999995,15.880952380952378,86.0,1011.0,26.0,2.0,26.585714285714282,18.62333333333333,80.0,1011.0,0.0,1.0,26.74761904761905,17.740476190476194,93.0,1012.0,32.0,1.0,25.095714285714287,16.11380952380953,93.0,1011.0,29.0,4.0,9,1,13
219,219,2018-01-09 14:00:00 +0000 UTC,1012,75,1,0,574,21.825714285714284,15.903809523809528,0,22.85857142857143,17.206666666666667,81.0,1012.0,28.0,2.0,21.809999999999995,15.880952380952378,86.0,1011.0,26.0,2.0,26.585714285714282,18.62333333333333,80.0,1011.0,0.0,1.0,26.74761904761905,17.740476190476194,93.0,1012.0,32.0,1.0,9,1,14
220,220,2018-01-09 15:00:00 +0000 UTC,1012,75,1,300,574,20.66714285714286,14.656666666666668,30,21.825714285714284,15.903809523809528,75.0,1012.0,0.0,1.0,22.85857142857143,17.206666666666667,81.0,1012.0,28.0,2.0,21.809999999999995,15.880952380952378,86.0,1011.0,26.0,2.0,26.585714285714282,18.62333333333333,80.0,1011.0,0.0,1.0,9,1,15
221,221,2018-01-09 16:00:00 +0000 UTC,1012,70,1,220,574,17.741428571428578,12.717142857142855,22,20.66714285714286,14.656666666666668,75.0,1012.0,30.0,1.0,21.825714285714284,15.903809523809528,75.0,1012.0,0.0,1.0,22.85857142857143,17.206666666666667,81.0,1012.0,28.0,2.0,21.809999999999995,15.880952380952378,86.0,1011.0,26.0,2.0,9,1,16
222,222,2018-01-09 17:00:00 +0000 UTC,1013,81,0,0,574,19.27428571428572,13.629047619047618,0,17.741428571428578,12.717142857142855,70.0,1012.0,22.0,1.0,20.66714285714286,14.656666666666668,75.0,1012.0,30.0,1.0,21.825714285714284,15.903809523809528,75.0,1012.0,0.0,1.0,22.85857142857143,17.206666666666667,81.0,1012.0,28.0,2.0,9,1,17
223,223,2018-01-09 18:00:00 +0000 UTC,1013,75,2,210,574,21.681904761904764,15.421904761904766,21,19.27428571428572,13.629047619047618,81.0,1013.0,0.0,0.0,17.741428571428578,12.717142857142855,70.0,1012.0,22.0,1.0,20.66714285714286,14.656666666666668,75.0,1012.0,30.0,1.0,21.825714285714284,15.903809523809528,75.0,1012.0,0.0,1.0,9,1,18
224,224,2018-01-09 19:00:00 +0000 UTC,1014,80,3,180,574,21.353333333333328,15.021904761904766,18,21.681904761904764,15.421904761904766,75.0,1013.0,21.0,2.0,19.27428571428572,13.629047619047618,81.0,1013.0,0.0,0.0,17.741428571428578,12.717142857142855,70.0,1012.0,22.0,1.0,20.66714285714286,14.656666666666668,75.0,1012.0,30.0,1.0,9,1,19
225,225,2018-01-09 20:00:00 +0000 UTC,1014,80,1,190,574,23.709047619047624,16.437619047619044,19,21.353333333333328,15.021904761904766,80.0,1014.0,18.0,3.0,21.681904761904764,15.421904761904766,75.0,1013.0,21.0,2.0,19.27428571428572,13.629047619047618,81.0,1013.0,0.0,0.0,17.741428571428578,12.717142857142855,70.0,1012.0,22.0,1.0,9,1,20
226,226,2018-01-09 21:00:00 +0000 UTC,1014,86,0,0,574,22.209523809523805,15.375714285714285,0,23.709047619047624,16.437619047619044,80.0,1014.0,19.0,1.0,21.353333333333328,15.021904761904766,80.0,1014.0,18.0,3.0,21.681904761904764,15.421904761904766,75.0,1013.0,21.0,2.0,19.27428571428572,13.629047619047618,81.0,1013.0,0.0,0.0,9,1,21
227,227,2018-01-09 22:00:00 +0000 UTC,1014,86,1,100,574,14.453333333333335,10.406190476190474,10,22.209523809523805,15.375714285714285,86.0,1014.0,0.0,0.0,23.709047619047624,16.437619047619044,80.0,1014.0,19.0,1.0,21.353333333333328,15.021904761904766,80.0,1014.0,18.0,3.0,21.681904761904764,15.421904761904766,75.0,1013.0,21.0,2.0,9,1,22
228,228,2018-01-09 23:00:00 +0000 UTC,1014,86,1,130,574,13.18190476190476,9.146190476190474,13,14.453333333333335,10.406190476190474,86.0,1014.0,10.0,1.0,22.209523809523805,15.375714285714285,86.0,1014.0,0.0,0.0,23.709047619047624,16.437619047619044,80.0,1014.0,19.0,1.0,21.353333333333328,15.021904761904766,80.0,1014.0,18.0,3.0,9,1,23
229,229,2018-01-10 00:00:00 +0000 UTC,1014,100,1,360,574,14.091904761904766,10.06285714285714,36,13.18190476190476,9.146190476190474,86.0,1014.0,13.0,1.0,14.453333333333335,10.406190476190474,86.0,1014.0,10.0,1.0,22.209523809523805,15.375714285714285,86.0,1014.0,0.0,0.0,23.709047619047624,16.437619047619044,80.0,1014.0,19.0,1.0,10,2,0
230,230,2018-01-10 01:00:00 +0000 UTC,1014,93,1,0,574,18.598571428571432,13.575714285714286,0,14.091904761904766,10.06285714285714,100.0,1014.0,36.0,1.0,13.18190476190476,9.146190476190474,86.0,1014.0,13.0,1.0,14.453333333333335,10.406190476190474,86.0,1014.0,10.0,1.0,22.209523809523805,15.375714285714285,86.0,1014.0,0.0,0.0,10,2,1
231,231,2018-01-10 01:00:00 +0000 UTC,1014,93,1,0,574,18.017142857142858,13.49190476190476,0,18.598571428571432,13.575714285714286,93.0,1014.0,0.0,1.0,14.091904761904766,10.06285714285714,100.0,1014.0,36.0,1.0,13.18190476190476,9.146190476190474,86.0,1014.0,13.0,1.0,14.453333333333335,10.406190476190474,86.0,1014.0,10.0,1.0,10,2,1
232,232,2018-01-10 02:00:00 +0000 UTC,1014,85,1,351,574,18.60095238095238,13.09904761904762,35,18.017142857142858,13.49190476190476,93.0,1014.0,0.0,1.0,18.598571428571432,13.575714285714286,93.0,1014.0,0.0,1.0,14.091904761904766,10.06285714285714,100.0,1014.0,36.0,1.0,13.18190476190476,9.146190476190474,86.0,1014.0,13.0,1.0,10,2,2
233,233,2018-01-10 03:00:00 +0000 UTC,1014,92,1,351,574,20.260476190476197,13.710952380952378,35,18.60095238095238,13.09904761904762,85.0,1014.0,35.0,1.0,18.017142857142858,13.49190476190476,93.0,1014.0,0.0,1.0,18.598571428571432,13.575714285714286,93.0,1014.0,0.0,1.0,14.091904761904766,10.06285714285714,100.0,1014.0,36.0,1.0,10,2,3
234,234,2018-01-10 03:00:00 +0000 UTC,1014,92,1,351,574,20.95952380952381,14.303333333333333,35,20.260476190476197,13.710952380952378,92.0,1014.0,35.0,1.0,18.60095238095238,13.09904761904762,85.0,1014.0,35.0,1.0,18.017142857142858,13.49190476190476,93.0,1014.0,0.0,1.0,18.598571428571432,13.575714285714286,93.0,1014.0,0.0,1.0,10,2,3
235,235,2018-01-10 04:00:00 +0000 UTC,1014,100,0,0,574,24.026190476190482,15.709047619047615,0,20.95952380952381,14.303333333333333,92.0,1014.0,35.0,1.0,20.260476190476197,13.710952380952378,92.0,1014.0,35.0,1.0,18.60095238095238,13.09904761904762,85.0,1014.0,35.0,1.0,18.017142857142858,13.49190476190476,93.0,1014.0,0.0,1.0,10,2,4
236,236,2018-01-10 04:00:00 +0000 UTC,1014,100,0,0,574,25.87190476190476,16.92047619047619,0,24.026190476190482,15.709047619047615,100.0,1014.0,0.0,0.0,20.95952380952381,14.303333333333333,92.0,1014.0,35.0,1.0,20.260476190476197,13.710952380952378,92.0,1014.0,35.0,1.0,18.60095238095238,13.09904761904762,85.0,1014.0,35.0,1.0,10,2,4
237,237,2018-01-10 05:00:00 +0000 UTC,1014,88,3,140,574,22.959523809523805,15.165714285714287,14,25.87190476190476,16.92047619047619,100.0,1014.0,0.0,0.0,24.026190476190482,15.709047619047615,100.0,1014.0,0.0,0.0,20.95952380952381,14.303333333333333,92.0,1014.0,35.0,1.0,20.260476190476197,13.710952380952378,92.0,1014.0,35.0,1.0,10,2,5
238,238,2018-01-10 06:00:00 +0000 UTC,1014,100,1,10,574,23.162380952380953,14.830476190476189,1,22.959523809523805,15.165714285714287,88.0,1014.0,14.0,3.0,25.87190476190476,16.92047619047619,100.0,1014.0,0.0,0.0,24.026190476190482,15.709047619047615,100.0,1014.0,0.0,0.0,20.95952380952381,14.303333333333333,92.0,1014.0,35.0,1.0,10,2,6
239,239,2018-01-10 06:00:00 +0000 UTC,1014,100,1,10,574,23.942857142857147,16.15904761904762,1,23.162380952380953,14.830476190476189,100.0,1014.0,1.0,1.0,22.959523809523805,15.165714285714287,88.0,1014.0,14.0,3.0,25.87190476190476,16.92047619047619,100.0,1014.0,0.0,0.0,24.026190476190482,15.709047619047615,100.0,1014.0,0.0,0.0,10,2,6
240,240,2018-01-10 07:00:00 +0000 UTC,1014,100,1,340,574,25.57666666666667,17.347142857142856,34,23.942857142857147,16.15904761904762,100.0,1014.0,1.0,1.0,23.162380952380953,14.830476190476189,100.0,1014.0,1.0,1.0,22.959523809523805,15.165714285714287,88.0,1014.0,14.0,3.0,25.87190476190476,16.92047619047619,100.0,1014.0,0.0,0.0,10,2,7
241,241,2018-01-10 07:00:00 +0000 UTC,1014,100,1,340,574,26.11523809523809,16.415714285714287,34,25.57666666666667,17.347142857142856,100.0,1014.0,34.0,1.0,23.942857142857147,16.15904761904762,100.0,1014.0,1.0,1.0,23.162380952380953,14.830476190476189,100.0,1014.0,1.0,1.0,22.959523809523805,15.165714285714287,88.0,1014.0,14.0,3.0,10,2,7
242,242,2018-01-10 08:00:00 +0000 UTC,1014,100,2,320,574,33.47523809523809,18.5404761904762,32,26.11523809523809,16.415714285714287,100.0,1014.0,34.0,1.0,25.57666666666667,17.347142857142856,100.0,1014.0,34.0,1.0,23.942857142857147,16.15904761904762,100.0,1014.0,1.0,1.0,23.162380952380953,14.830476190476189,100.0,1014.0,1.0,1.0,10,2,8
243,243,2018-01-10 08:00:00 +0000 UTC,1014,100,2,320,574,25.18238095238095,15.421904761904766,32,33.47523809523809,18.5404761904762,100.0,1014.0,32.0,2.0,26.11523809523809,16.415714285714287,100.0,1014.0,34.0,1.0,25.57666666666667,17.347142857142856,100.0,1014.0,34.0,1.0,23.942857142857147,16.15904761904762,100.0,1014.0,1.0,1.0,10,2,8
244,244,2018-01-10 09:00:00 +0000 UTC,1014,100,2,310,574,23.166190476190483,14.889523809523812,31,25.18238095238095,15.421904761904766,100.0,1014.0,32.0,2.0,33.47523809523809,18.5404761904762,100.0,1014.0,32.0,2.0,26.11523809523809,16.415714285714287,100.0,1014.0,34.0,1.0,25.57666666666667,17.347142857142856,100.0,1014.0,34.0,1.0,10,2,9
245,245,2018-01-10 09:00:00 +0000 UTC,1014,100,2,310,574,18.264761904761905,12.775714285714288,31,23.166190476190483,14.889523809523812,100.0,1014.0,31.0,2.0,25.18238095238095,15.421904761904766,100.0,1014.0,32.0,2.0,33.47523809523809,18.5404761904762,100.0,1014.0,32.0,2.0,26.11523809523809,16.415714285714287,100.0,1014.0,34.0,1.0,10,2,9
246,246,2018-01-10 10:00:00 +0000 UTC,1014,85,1,0,574,18.370952380952378,12.938095238095238,0,18.264761904761905,12.775714285714288,100.0,1014.0,31.0,2.0,23.166190476190483,14.889523809523812,100.0,1014.0,31.0,2.0,25.18238095238095,15.421904761904766,100.0,1014.0,32.0,2.0,33.47523809523809,18.5404761904762,100.0,1014.0,32.0,2.0,10,2,10
247,247,2018-01-10 11:00:00 +0000 UTC,1013,100,1,0,574,21.203333333333337,14.99,0,18.370952380952378,12.938095238095238,85.0,1014.0,0.0,1.0,18.264761904761905,12.775714285714288,100.0,1014.0,31.0,2.0,23.166190476190483,14.889523809523812,100.0,1014.0,31.0,2.0,25.18238095238095,15.421904761904766,100.0,1014.0,32.0,2.0,10,2,11
248,248,2018-01-10 11:00:00 +0000 UTC,1013,100,1,0,574,22.157619047619047,15.523809523809526,0,21.203333333333337,14.99,100.0,1013.0,0.0,1.0,18.370952380952378,12.938095238095238,85.0,1014.0,0.0,1.0,18.264761904761905,12.775714285714288,100.0,1014.0,31.0,2.0,23.166190476190483,14.889523809523812,100.0,1014.0,31.0,2.0,10,2,11
249,249,2018-01-10 12:00:00 +0000 UTC,1013,100,1,340,574,19.959047619047613,14.437142857142858,34,22.157619047619047,15.523809523809526,100.0,1013.0,0.0,1.0,21.203333333333337,14.99,100.0,1013.0,0.0,1.0,18.370952380952378,12.938095238095238,85.0,1014.0,0.0,1.0,18.264761904761905,12.775714285714288,100.0,1014.0,31.0,2.0,10,2,12
250,250,2018-01-10 13:00:00 +0000 UTC,1012,100,1,0,574,13.955238095238096,10.290476190476193,0,19.959047619047613,14.437142857142858,100.0,1013.0,34.0,1.0,22.157619047619047,15.523809523809526,100.0,1013.0,0.0,1.0,21.203333333333337,14.99,100.0,1013.0,0.0,1.0,18.370952380952378,12.938095238095238,85.0,1014.0,0.0,1.0,10,2,13
251,251,2018-01-10 14:00:00 +0000 UTC,1012,93,1,0,574,10.638571428571428,7.833333333333332,0,13.955238095238096,10.290476190476193,100.0,1012.0,0.0,1.0,19.959047619047613,14.437142857142858,100.0,1013.0,34.0,1.0,22.157619047619047,15.523809523809526,100.0,1013.0,0.0,1.0,21.203333333333337,14.99,100.0,1013.0,0.0,1.0,10,2,14
252,252,2018-01-10 14:00:00 +0000 UTC,1012,93,1,0,574,10.00190476190476,7.42,0,10.638571428571428,7.833333333333332,93.0,1012.0,0.0,1.0,13.955238095238096,10.290476190476193,100.0,1012.0,0.0,1.0,19.959047619047613,14.437142857142858,100.0,1013.0,34.0,1.0,22.157619047619047,15.523809523809526,100.0,1013.0,0.0,1.0,10,2,14
253,253,2018-01-10 15:00:00 +0000 UTC,1012,93,1,60,574,10.896666666666668,7.996190476190477,6,10.00190476190476,7.42,93.0,1012.0,0.0,1.0,10.638571428571428,7.833333333333332,93.0,1012.0,0.0,1.0,13.955238095238096,10.290476190476193,100.0,1012.0,0.0,1.0,19.959047619047613,14.437142857142858,100.0,1013.0,34.0,1.0,10,2,15
254,254,2018-01-10 16:00:00 +0000 UTC,1012,86,1,130,574,10.496666666666664,7.9628571428571435,13,10.896666666666668,7.996190476190477,93.0,1012.0,6.0,1.0,10.00190476190476,7.42,93.0,1012.0,0.0,1.0,10.638571428571428,7.833333333333332,93.0,1012.0,0.0,1.0,13.955238095238096,10.290476190476193,100.0,1012.0,0.0,1.0,10,2,16
255,255,2018-01-10 17:00:00 +0000 UTC,1012,80,2,140,574,17.520952380952377,12.825238095238097,14,10.496666666666664,7.9628571428571435,86.0,1012.0,13.0,1.0,10.896666666666668,7.996190476190477,93.0,1012.0,6.0,1.0,10.00190476190476,7.42,93.0,1012.0,0.0,1.0,10.638571428571428,7.833333333333332,93.0,1012.0,0.0,1.0,10,2,17
256,256,2018-01-10 18:00:00 +0000 UTC,1012,86,1,0,574,18.499523809523808,13.580476190476189,0,17.520952380952377,12.825238095238097,80.0,1012.0,14.0,2.0,10.496666666666664,7.9628571428571435,86.0,1012.0,13.0,1.0,10.896666666666668,7.996190476190477,93.0,1012.0,6.0,1.0,10.00190476190476,7.42,93.0,1012.0,0.0,1.0,10,2,18
257,257,2018-01-10 19:00:00 +0000 UTC,1012,86,2,160,574,17.861428571428572,13.518571428571427,16,18.499523809523808,13.580476190476189,86.0,1012.0,0.0,1.0,17.520952380952377,12.825238095238097,80.0,1012.0,14.0,2.0,10.496666666666664,7.9628571428571435,86.0,1012.0,13.0,1.0,10.896666666666668,7.996190476190477,93.0,1012.0,6.0,1.0,10,2,19
258,258,2018-01-10 20:00:00 +0000 UTC,1012,86,1,0,574,19.04809523809524,13.951904761904762,0,17.861428571428572,13.518571428571427,86.0,1012.0,16.0,2.0,18.499523809523808,13.580476190476189,86.0,1012.0,0.0,1.0,17.520952380952377,12.825238095238097,80.0,1012.0,14.0,2.0,10.496666666666664,7.9628571428571435,86.0,1012.0,13.0,1.0,10,2,20
259,259,2018-01-10 21:00:00 +0000 UTC,1012,86,2,150,574,21.436190476190482,15.872380952380952,15,19.04809523809524,13.951904761904762,86.0,1012.0,0.0,1.0,17.861428571428572,13.518571428571427,86.0,1012.0,16.0,2.0,18.499523809523808,13.580476190476189,86.0,1012.0,0.0,1.0,17.520952380952377,12.825238095238097,80.0,1012.0,14.0,2.0,10,2,21
260,260,2018-01-10 22:00:00 +0000 UTC,1012,93,1,160,574,23.56142857142857,17.25809523809524,16,21.436190476190482,15.872380952380952,86.0,1012.0,15.0,2.0,19.04809523809524,13.951904761904762,86.0,1012.0,0.0,1.0,17.861428571428572,13.518571428571427,86.0,1012.0,16.0,2.0,18.499523809523808,13.580476190476189,86.0,1012.0,0.0,1.0,10,2,22
261,261,2018-01-10 23:00:00 +0000 UTC,1012,86,1,140,574,23.38190476190476,16.979523809523812,14,23.56142857142857,17.25809523809524,93.0,1012.0,16.0,1.0,21.436190476190482,15.872380952380952,86.0,1012.0,15.0,2.0,19.04809523809524,13.951904761904762,86.0,1012.0,0.0,1.0,17.861428571428572,13.518571428571427,86.0,1012.0,16.0,2.0,10,2,23
262,262,2018-01-11 00:00:00 +0000 UTC,1012,93,0,0,574,24.151904761904763,17.030952380952378,0,23.38190476190476,16.979523809523812,86.0,1012.0,14.0,1.0,23.56142857142857,17.25809523809524,93.0,1012.0,16.0,1.0,21.436190476190482,15.872380952380952,86.0,1012.0,15.0,2.0,19.04809523809524,13.951904761904762,86.0,1012.0,0.0,1.0,11,3,0
